Week,R01.Tmax,R01.Tmin,R01.prcp,R02.Tmax,R02.Tmin,R02.prcp,R03.Tmax,R03.Tmin,R03.prcp,R04.Tmax,R04.Tmin,R04.prcp,R05.Tmax,R05.Tmin,R05.prcp,R06.Tmax,R06.Tmin,R06.prcp,R07.Tmax,R07.Tmin,R07.prcp,R08.Tmax,R08.Tmin,R08.prcp,R09.Tmax,R09.Tmin,R09.prcp,R10.Tmax,R10.Tmin,R10.prcp,USA.Tmax,USA.Tmin,USA.prcp
2005.08,-2.46,-13.24,1.75,-0.21,-9.52,2.20,4.65,-3.96,2.81,15.61,5.02,4.80,1.89,-6.62,1.32,16.77,6.34,3.44,9.01,-1.92,0.61,6.33,-7.64,0.66,13.65,3.88,4.88,11.08,-2.39,0.45,9.51,-1.34,2.41
2005.09,-1.24,-11.97,2.00,-0.04,-9.44,2.42,2.44,-6.46,2.69,12.10,0.67,3.75,1.54,-8.31,1.18,15.38,3.47,2.07,11.30,-4.63,0.21,8.64,-7.29,0.13,14.96,3.33,2.93,12.05,-0.13,1.13,9.40,-2.93,1.77
2005.10,0.55,-11.72,4.87,2.40,-9.16,1.97,6.88,-5.01,2.33,14.85,1.63,2.80,4.00,-6.70,0.93,19.62,4.97,1.64,13.35,-1.78,0.26,11.50,-3.53,0.35,21.76,5.98,0.27,17.18,2.25,0.13,12.86,-0.93,1.32
2005.11,4.39,-6.74,1.26,4.26,-7.05,0.10,7.48,-3.81,0.62,14.70,3.68,3.99,4.11,-6.99,0.65,16.36,2.96,1.34,10.89,-4.31,0.13,4.00,-8.60,1.28,16.62,4.12,1.44,11.64,-0.72,2.13,10.28,-2.08,1.51
2005.12,7.23,-5.21,0.90,6.18,-2.76,2.78,9.24,0.45,4.81,19.34,7.60,3.83,5.83,-2.88,1.75,19.81,6.66,2.34,8.18,-0.31,3.86,5.60,-5.36,2.28,14.12,3.54,5.72,8.20,-0.29,5.82,11.56,1.05,3.30
2005.13,9.64,-1.18,8.92,10.86,1.17,8.29,13.29,3.65,8.96,20.54,9.06,10.68,13.77,1.58,2.51,20.14,5.26,1.81,16.86,1.67,1.11,10.90,-3.55,1.24,17.53,3.61,2.04,9.12,0.47,8.99,15.46,2.67,4.60
2005.14,12.90,1.51,5.85,14.52,2.31,6.63,17.90,4.28,4.32,21.81,9.01,5.10,18.01,3.65,0.78,23.46,8.30,1.07,21.37,5.79,2.00,15.81,-0.37,1.01,18.50,4.48,2.53,11.48,1.01,3.52,18.76,4.64,2.63
2005.15,12.36,-2.23,0.16,14.58,-0.80,0.00,17.25,2.01,0.37,21.39,8.55,2.82,18.35,4.12,1.80,23.63,8.19,1.70,18.19,5.65,3.62,13.22,-1.63,2.15,20.53,4.22,0.26,10.79,-0.35,4.58,18.08,3.89,2.06
2005.16,19.09,0.73,2.96,20.18,2.76,2.46,21.38,5.76,2.52,24.44,9.08,1.82,19.32,6.09,3.55,24.83,11.93,0.36,21.83,8.98,3.56,15.20,0.64,1.98,20.50,5.47,0.71,14.64,2.47,2.32,20.54,6.29,2.07
2005.17,13.60,3.70,10.03,13.82,3.56,4.23,14.76,4.18,3.35,19.15,6.85,4.56,10.99,1.78,2.00,22.70,8.23,1.66,12.87,1.16,1.33,9.66,-2.34,2.86,19.02,6.33,2.03,16.61,4.73,1.68,15.64,3.76,2.84
2005.18,13.70,1.56,3.29,13.51,1.95,1.78,14.79,2.71,1.44,20.56,7.97,3.24,14.62,1.92,0.40,21.63,8.68,0.96,17.96,3.32,0.34,14.10,-0.03,1.31,20.92,8.29,1.86,16.76,6.01,2.68,17.58,4.67,1.58
2005.19,16.47,4.05,1.49,20.14,5.11,0.27,22.57,7.64,0.88,26.85,12.99,1.13,20.65,8.74,3.88,27.07,14.24,2.69,23.63,10.68,6.90,14.55,1.69,3.95,21.76,7.36,2.36,16.36,6.26,5.07,21.75,8.72,3.15
2005.20,15.79,5.02,1.93,18.44,5.60,1.81,19.53,7.44,5.32,25.37,13.18,4.21,17.98,7.19,3.03,28.52,14.49,0.80,24.92,10.00,0.62,21.82,6.08,1.28,25.00,10.62,2.69,14.85,5.70,7.07,22.60,9.50,2.64
2005.21,13.23,6.82,10.08,16.54,7.46,2.18,19.08,8.30,2.32,25.92,12.96,0.68,20.74,8.75,1.34,30.65,16.84,2.24,25.83,11.21,1.84,21.36,5.38,0.68,29.51,12.79,0.21,21.68,6.00,0.80,24.09,10.44,1.58
2005.22,22.09,9.70,1.62,22.52,9.70,1.61,21.40,10.01,3.01,24.27,15.62,8.90,22.99,10.95,0.80,28.40,16.30,4.44,23.66,12.21,7.13,17.47,5.09,4.99,26.09,10.94,0.18,17.94,7.11,2.28,23.00,11.33,4.27
2005.23,27.58,14.31,2.41,29.30,16.35,3.16,28.42,16.61,3.20,28.75,18.94,5.81,28.40,16.66,3.69,30.59,18.28,1.71,27.88,15.71,6.50,19.31,5.39,3.73,23.71,9.91,1.08,16.01,5.08,2.95,26.02,13.89,3.66
2005.24,22.31,13.48,6.38,26.09,16.37,4.75,26.81,16.06,1.22,28.81,18.49,3.72,24.40,14.24,3.71,31.82,18.29,1.93,26.40,14.40,3.80,22.52,7.77,2.33,27.26,11.91,0.95,18.67,6.48,2.26,26.16,13.96,2.87
2005.25,24.71,10.53,0.75,24.84,11.53,0.61,25.32,12.37,0.51,28.35,16.56,2.23,27.91,14.47,0.71,32.50,17.93,0.18,31.29,18.04,1.60,27.84,11.70,1.27,29.71,13.27,0.29,23.96,8.84,0.69,28.56,14.43,1.01
2005.26,28.20,17.47,3.80,29.16,17.85,4.98,29.08,17.52,3.58,29.63,20.03,6.14,28.58,16.84,2.89,33.94,19.54,1.06,31.56,18.00,2.75,25.54,9.58,1.84,31.02,13.89,0.04,21.68,9.71,1.39,29.18,16.10,2.75
2005.27,23.94,12.94,5.60,25.04,15.05,5.74,26.10,16.04,8.31,29.62,19.76,6.81,26.53,14.35,1.36,33.83,19.49,2.52,29.87,16.76,2.16,28.46,10.84,0.57,32.13,15.12,0.04,24.10,9.86,1.70,28.99,15.56,3.01
2005.28,27.82,15.97,2.04,29.08,17.56,2.31,28.29,17.75,3.56,28.82,20.46,8.95,28.82,17.61,2.49,33.32,19.69,3.17,31.64,18.42,1.19,30.72,12.95,0.57,34.78,17.38,0.05,25.13,10.96,0.50,30.33,17.20,2.89
2005.29,29.48,17.81,2.37,28.82,18.26,3.07,29.05,19.19,3.40,31.14,21.27,3.58,29.30,17.75,4.21,33.21,20.90,2.41,33.94,20.08,2.40,31.18,13.24,0.47,35.38,18.87,0.57,29.00,11.45,0.38,31.48,18.10,2.30
2005.30,27.76,14.25,1.99,28.32,15.10,2.14,28.70,16.96,2.82,31.50,20.90,3.36,27.18,15.58,4.61,32.23,19.53,2.08,30.98,16.46,3.40,27.64,11.12,1.96,33.14,17.26,0.86,29.03,11.16,0.06,29.95,16.29,2.53
2005.31,27.74,15.32,2.11,29.92,17.18,1.08,29.60,17.56,1.07,30.00,19.51,3.81,29.20,16.89,1.05,32.90,19.13,1.75,32.56,17.93,1.15,28.03,12.06,2.19,32.65,16.79,1.28,29.43,11.77,0.14,30.40,16.63,1.79
2005.32,29.66,16.66,0.91,29.77,17.75,2.00,28.63,18.37,3.05,29.91,19.99,4.86,28.25,16.80,2.93,32.10,19.77,3.62,31.65,18.37,4.63,26.09,11.37,2.13,31.50,16.52,1.39,27.84,11.36,0.11,29.52,16.80,2.98
2005.33,25.31,13.68,2.84,26.73,15.84,2.87,27.88,17.78,3.75,31.58,20.85,3.97,25.86,15.64,4.50,31.71,20.42,3.49,27.95,16.50,4.73,24.34,9.00,1.63,29.66,14.74,0.68,27.11,10.50,0.60,28.23,15.89,3.06
2005.34,25.75,12.60,1.57,26.06,13.31,0.70,26.32,14.59,1.48,30.41,20.26,3.67,24.63,13.37,1.98,33.59,20.33,2.07,28.08,17.37,5.18,26.02,9.44,1.11,32.40,15.56,0.41,26.93,9.59,0.06,28.58,15.35,2.12
2005.35,25.83,16.43,7.69,26.29,16.42,7.87,26.14,16.49,3.87,29.18,19.18,6.44,25.45,13.14,2.85,32.55,18.47,2.17,29.37,14.38,0.75,26.96,7.85,0.22,32.21,14.82,0.14,24.21,8.70,0.61,28.41,14.50,2.70
2005.36,24.64,9.96,0.24,25.27,10.98,0.22,25.78,11.35,0.03,28.47,16.15,0.78,26.82,13.34,1.22,31.13,17.40,1.05,30.37,16.75,1.31,26.54,10.23,1.14,28.62,13.16,0.33,22.42,7.16,0.97,27.75,13.53,0.89
2005.37,24.86,13.52,4.58,26.77,13.98,3.88,27.91,14.27,1.03,29.59,17.25,2.30,25.70,13.62,3.61,30.83,17.96,2.52,27.24,13.64,2.84,21.57,5.25,0.81,25.50,9.50,0.06,18.88,5.88,0.87,26.28,12.70,2.10
2005.38,23.44,10.93,1.11,25.12,12.00,0.89,26.82,13.63,0.60,29.95,18.01,1.50,24.72,12.28,3.75,33.42,18.40,1.57,28.72,14.16,1.66,22.17,5.96,1.01,28.10,11.69,0.38,19.43,4.21,0.34,26.96,12.76,1.47
2005.39,19.21,6.23,3.94,20.56,8.27,4.54,22.46,10.06,1.87,27.14,16.74,3.85,20.90,8.74,5.71,31.13,16.33,2.80,24.45,9.08,2.11,20.83,4.48,1.43,28.83,11.46,0.24,20.14,5.33,4.54,24.53,10.55,3.01
2005.40,23.50,10.48,7.18,23.73,10.99,7.52,23.83,11.93,11.09,25.99,16.86,7.63,21.82,10.57,3.10,26.85,14.78,1.46,22.71,9.27,1.43,16.12,1.58,2.20,25.01,9.49,0.26,13.58,3.38,2.65,22.40,10.17,3.75
2005.41,14.05,9.09,23.41,14.60,10.19,16.77,17.25,11.43,4.85,23.50,14.39,1.09,16.99,7.18,0.30,23.97,10.92,2.90,19.83,5.91,1.99,14.36,1.11,3.12,24.70,8.24,0.36,16.33,4.71,1.70,19.46,8.17,3.24
2005.42,12.99,4.36,5.44,14.81,5.38,2.33,17.78,7.02,2.67,25.36,10.74,0.84,16.13,4.08,1.81,26.73,11.27,0.29,21.26,6.62,2.17,16.56,2.28,0.85,22.62,8.64,1.58,16.93,5.80,1.80,20.45,7.01,1.47
2005.43,7.23,1.07,11.04,7.87,1.53,8.74,10.19,2.35,5.50,16.64,3.97,2.04,10.69,0.86,1.25,20.49,4.63,0.31,14.76,-0.35,0.25,15.13,-0.05,0.58,20.64,7.78,1.13,13.79,3.41,2.86,15.15,2.57,1.98
2005.44,15.52,2.09,0.41,16.53,2.90,0.54,17.44,2.27,0.38,21.23,5.88,0.58,15.30,4.20,1.61,23.30,7.17,1.63,19.39,3.77,1.35,11.53,-0.87,1.07,20.37,6.19,0.89,8.74,1.88,11.66,17.50,3.86,1.84
2005.45,10.78,0.46,4.53,13.58,2.78,3.54,16.50,3.80,1.70,22.91,8.01,0.46,14.05,2.58,2.44,25.35,10.96,0.14,19.24,2.43,0.34,13.41,-0.34,0.90,18.83,6.84,1.99,7.60,-0.26,5.38,17.68,4.46,1.53
2005.46,10.21,-1.60,5.00,12.02,0.63,4.39,13.44,1.26,3.12,18.34,5.72,3.02,7.30,-2.75,4.62,18.53,3.76,0.99,9.51,-2.74,2.21,5.08,-7.18,1.28,20.75,4.86,0.14,8.53,-0.84,2.27,12.60,0.12,2.37
2005.47,4.79,-5.84,6.99,5.11,-4.75,3.14,7.24,-3.68,3.42,14.50,2.63,4.49,4.05,-5.05,0.71,19.44,2.60,0.82,11.90,-2.27,0.14,10.23,-4.75,0.35,19.21,4.02,0.89,7.74,-0.84,3.40,11.79,-1.12,1.89
2005.48,7.18,-0.82,4.98,8.32,0.22,5.90,9.64,0.29,5.40,15.14,3.59,4.53,3.20,-4.28,3.75,16.89,1.12,1.12,3.62,-6.68,2.68,-0.38,-10.84,2.07,12.81,0.95,5.05,2.03,-4.44,6.82,8.20,-2.47,3.63
2005.49,-0.85,-8.51,2.75,-0.61,-7.42,2.87,1.81,-6.03,3.78,11.51,0.63,5.38,-4.86,-13.29,1.33,9.70,-4.79,0.64,-4.89,-16.06,0.66,-4.85,-17.95,0.70,12.92,-0.55,0.29,1.56,-6.95,0.68,2.73,-8.39,1.82
2005.50,-0.72,-12.47,3.42,-0.72,-11.50,3.58,1.79,-7.43,3.82,10.21,0.27,4.41,-0.81,-7.73,1.44,13.31,-0.85,1.52,4.67,-5.03,0.62,0.06,-11.69,0.34,11.97,-0.38,0.28,1.56,-7.77,0.11,5.33,-5.36,1.76
2005.51,0.28,-9.13,0.52,0.93,-7.29,0.41,3.77,-6.25,0.09,10.21,-2.11,1.21,-1.62,-9.97,0.24,12.72,-0.00,0.26,3.30,-7.82,0.41,3.59,-7.70,0.78,16.42,5.04,7.42,5.85,-0.27,10.03,6.45,-4.23,1.82
2005.52,3.76,-5.23,7.28,4.78,-2.35,4.21,7.29,-0.51,3.07,14.13,2.26,2.62,3.22,-0.52,2.32,19.76,2.16,0.11,9.64,-1.84,0.31,7.26,-3.78,1.43,14.56,3.75,10.30,6.65,1.71,16.31,10.44,-0.02,3.62
2006.01,-0.36,-8.07,2.39,2.55,-3.80,4.34,5.99,-0.38,3.44,14.96,3.46,2.49,3.81,-0.84,1.65,20.12,2.56,0.02,10.28,-1.91,0.36,6.71,-4.88,0.96,15.08,3.55,5.65,6.31,0.27,7.26,10.40,-0.25,2.25
2006.02,5.55,-5.00,4.00,8.30,-1.55,3.16,11.49,-0.06,2.89,17.04,4.07,2.97,5.74,-2.28,2.06,18.14,0.69,0.68,9.99,-3.33,0.75,5.98,-6.40,0.80,14.84,1.74,1.80,5.96,0.37,14.39,11.22,-0.96,2.66
2006.03,4.98,-7.54,6.73,5.61,-6.53,5.06,8.55,-2.68,3.68,14.88,2.30,4.71,4.25,-4.11,2.51,16.88,1.75,0.98,10.14,-3.81,0.31,2.78,-8.99,1.18,11.05,-0.93,2.35,4.10,-1.77,9.32,9.24,-2.59,2.96
2006.04,2.96,-7.24,2.58,4.02,-6.31,2.27,6.48,-3.68,3.14,14.36,3.28,3.79,4.06,-4.96,0.79,14.93,1.54,2.83,10.73,-3.81,0.62,4.87,-8.93,0.51,13.24,0.19,0.95,5.38,-2.02,5.10,9.26,-2.52,2.11
2006.05,4.80,-2.70,5.08,8.21,-0.36,3.88,10.76,0.55,3.05,15.84,3.83,5.70,5.48,-1.91,3.49,18.68,2.36,2.10,10.63,-3.29,0.99,4.76,-6.84,1.00,15.44,2.89,2.67,6.59,-0.00,12.35,10.98,-0.53,3.57
2006.06,0.71,-8.01,3.05,1.39,-6.48,2.06,3.60,-4.36,2.05,10.29,-1.46,2.75,-0.22,-8.50,0.72,15.74,-1.18,1.08,4.62,-7.73,0.17,3.56,-10.29,0.42,19.35,2.75,0.06,8.24,-3.37,0.62,7.69,-4.76,1.14
2006.07,3.70,-8.61,1.62,5.10,-6.47,1.71,7.39,-4.18,2.10,13.10,0.45,1.25,1.66,-8.90,2.28,15.73,-0.49,0.37,3.80,-10.07,0.43,-0.61,-14.39,0.79,14.41,0.51,0.60,3.39,-7.72,0.73,7.33,-5.81,1.07
2006.08,-0.25,-11.21,0.46,1.22,-8.58,0.56,4.39,-5.90,0.52,12.91,2.90,3.34,1.06,-10.36,0.18,11.84,0.83,1.81,6.14,-9.67,0.03,1.81,-12.33,0.44,14.46,-1.21,0.36,5.27,-5.72,1.64,6.93,-5.29,1.14
2006.09,-4.02,-13.79,0.88,-1.57,-11.00,1.37,5.66,-4.89,0.70,17.30,3.00,1.28,3.59,-7.12,0.27,22.02,6.26,0.67,15.21,-2.91,0.19,10.06,-4.83,0.53,15.13,2.94,7.24,8.32,-0.78,5.06,11.97,-1.50,1.55
2006.10,5.82,-5.40,0.61,7.35,-4.28,0.75,11.18,-0.99,0.41,18.92,5.19,1.89,7.39,-1.80,4.61,23.23,8.70,1.25,14.70,0.45,2.37,7.08,-6.26,1.40,11.76,1.01,4.99,5.72,-2.78,5.77,12.90,0.51,2.48
2006.11,6.56,-3.36,2.64,8.76,-0.49,3.13,13.72,2.08,1.99,20.83,7.67,1.26,7.89,-2.68,4.68,20.70,7.02,0.92,11.54,-1.93,1.29,4.23,-8.87,1.16,11.80,0.21,3.64,6.66,-2.85,3.18,12.38,0.18,2.13
2006.12,4.17,-4.86,0.11,3.80,-4.44,0.41,6.16,-3.01,0.48,13.40,3.15,4.16,4.30,-4.28,0.52,14.55,2.53,4.98,3.24,-4.34,3.41,4.38,-7.51,1.77,14.36,1.66,3.04,9.94,-0.19,2.75,8.63,-1.68,2.68
2006.13,13.94,-1.51,0.20,14.09,0.02,0.70,14.26,1.35,0.70,18.98,5.07,0.92,11.38,0.89,2.06,22.18,9.45,1.58,15.36,1.77,2.30,11.11,-2.41,1.59,15.18,4.31,4.40,10.58,0.63,3.03,15.31,2.66,1.82
2006.14,10.45,-0.98,5.84,11.11,0.00,3.68,15.63,3.46,3.62,23.85,8.87,3.40,12.48,1.26,4.42,25.82,11.61,0.49,19.29,4.03,3.12,13.62,-1.29,2.17,16.63,4.61,5.80,11.90,1.86,3.13,17.71,4.34,3.14
2006.15,16.14,0.67,0.61,16.56,2.65,1.54,18.49,4.24,2.04,24.00,8.73,0.85,19.84,5.32,1.75,26.82,11.10,0.07,25.31,7.61,0.25,18.56,2.22,0.64,18.87,6.53,3.26,11.50,2.33,4.80,20.99,6.10,1.32
2006.16,16.19,3.68,0.70,18.65,4.33,1.60,20.05,6.21,3.77,26.42,14.03,4.73,19.31,6.44,3.05,28.69,13.36,2.36,22.78,6.83,0.77,15.67,-0.39,1.37,19.83,5.23,1.71,13.08,0.03,1.99,21.24,6.96,2.42
2006.17,13.06,0.84,3.87,14.34,2.11,5.50,17.75,4.48,3.85,24.35,11.72,3.23,17.39,3.52,1.26,25.33,11.72,3.87,19.11,5.57,5.36,14.95,-0.49,1.04,20.87,7.21,0.54,18.30,2.97,0.40,19.68,5.91,2.67
2006.18,18.15,5.32,4.18,20.72,4.78,0.29,20.96,6.11,0.36,23.90,11.59,2.66,17.38,7.83,3.78,27.24,13.30,5.50,18.37,7.70,3.88,15.11,1.19,1.11,24.48,8.96,0.05,17.07,1.53,0.36,20.67,7.57,2.58
2006.19,15.81,6.01,8.16,19.21,7.24,4.80,18.39,6.66,4.33,22.22,11.65,4.78,16.44,6.55,5.85,27.05,12.83,1.79,19.75,7.06,2.70,17.28,1.67,0.81,27.20,10.28,0.02,16.43,2.31,0.94,20.63,7.66,3.01
2006.20,15.37,8.16,14.68,17.13,8.23,4.77,16.86,7.73,3.76,23.07,10.23,2.25,16.13,6.60,3.12,28.89,12.92,0.71,23.76,8.36,0.29,23.82,5.91,0.23,29.81,13.33,0.37,26.01,9.05,1.10,23.22,9.18,1.95
2006.21,18.98,6.93,2.04,18.39,6.90,1.79,20.28,7.00,1.43,28.28,15.34,2.06,21.82,8.61,2.45,32.08,17.96,0.14,29.07,14.48,1.97,24.30,7.70,1.62,24.06,10.22,1.60,16.06,6.43,5.25,25.11,11.41,1.87
2006.22,25.23,12.99,5.24,26.67,14.69,6.44,27.11,14.54,4.41,29.81,17.50,3.24,27.14,15.19,3.32,30.11,17.29,3.49,28.99,15.57,2.91,22.79,6.24,1.05,27.72,10.65,0.15,18.89,7.05,3.53,26.93,13.41,2.92
2006.23,17.56,11.04,12.85,19.91,11.14,5.01,21.81,10.81,1.93,28.12,14.46,1.26,24.04,11.75,2.62,33.06,18.02,0.52,30.72,16.13,1.58,26.56,10.42,1.62,29.91,14.22,0.24,20.17,8.53,2.28,26.95,13.31,1.97
2006.24,23.70,11.73,2.82,22.56,10.86,0.88,22.46,10.16,1.94,28.78,17.08,5.25,23.60,11.81,1.19,33.60,18.68,1.57,28.74,15.50,4.11,25.38,9.33,1.15,28.60,12.66,0.16,19.53,8.60,2.63,26.87,13.45,2.31
2006.25,27.47,15.13,5.03,27.58,15.88,3.22,27.07,15.41,4.51,30.58,18.48,3.18,26.11,15.04,4.23,32.55,19.33,4.01,29.34,16.48,3.65,26.28,9.12,0.67,33.45,15.57,0.03,22.63,7.03,0.06,28.75,15.01,2.75
2006.26,24.82,16.45,7.79,25.48,16.38,12.80,24.18,15.43,18.03,29.14,17.96,5.62,25.22,13.29,2.39,31.38,17.18,1.08,29.50,14.67,0.71,27.33,10.26,0.68,33.63,17.63,0.36,29.43,12.30,0.37,28.56,14.97,3.44
2006.27,26.71,15.36,1.88,26.44,15.41,3.08,25.35,14.80,5.63,29.88,18.47,4.15,26.48,14.29,1.83,30.91,19.39,4.37,29.83,16.54,1.77,26.63,12.00,2.80,31.67,15.98,0.75,26.48,11.02,0.45,28.49,15.66,2.83
2006.28,27.82,16.64,5.89,27.43,16.67,6.01,26.35,16.68,3.70,30.57,19.60,2.50,27.32,16.91,5.53,33.91,20.85,1.65,30.60,18.16,4.80,28.65,12.14,2.05,33.92,16.95,0.15,26.10,11.24,0.50,29.88,16.90,2.91
2006.29,29.17,17.51,2.83,29.73,18.25,4.09,28.77,17.76,2.69,32.40,20.15,3.23,28.60,17.43,3.54,35.48,21.20,0.78,34.06,19.27,1.64,30.98,13.93,0.77,36.24,19.85,0.44,30.04,12.26,0.04,32.08,17.99,1.84
2006.30,27.62,17.04,5.60,27.54,17.31,5.48,26.64,16.66,3.49,30.50,19.89,4.37,28.23,17.28,3.69,32.97,20.41,3.31,32.33,18.64,1.48,31.22,14.17,1.01,34.80,19.68,1.47,30.52,14.08,0.14,30.84,17.77,2.75
2006.31,29.59,17.42,3.86,30.60,19.54,2.62,29.60,19.08,0.98,32.41,21.04,2.27,29.92,19.05,3.76,33.16,21.29,2.06,33.47,20.03,2.23,27.78,12.18,1.58,29.50,15.55,1.03,24.45,8.50,0.19,30.44,17.65,2.05
2006.32,25.60,12.20,1.48,26.33,13.30,0.79,26.34,15.05,2.03,31.56,20.74,4.75,26.19,15.63,2.35,33.99,21.06,1.82,32.32,19.40,3.72,28.63,12.71,1.30,31.46,15.62,0.79,26.13,10.49,0.40,29.76,16.64,2.26
2006.33,25.56,12.10,1.31,26.36,12.98,1.26,26.24,13.51,1.16,30.03,19.47,2.90,25.84,14.21,2.26,33.66,20.86,2.46,29.66,17.44,5.75,26.06,10.84,2.14,30.35,14.62,0.50,26.41,9.50,0.12,28.64,15.45,2.32
2006.34,23.03,12.76,5.71,25.16,14.61,4.63,26.64,14.87,1.51,30.21,19.52,4.41,25.69,14.10,2.88,33.21,20.73,2.93,28.98,16.77,2.85,26.53,10.93,1.60,31.20,15.16,0.65,26.33,9.91,0.07,28.54,15.60,2.62
2006.35,20.44,10.86,3.49,20.87,13.65,9.53,23.10,16.03,13.66,29.14,19.57,7.49,23.03,14.45,4.44,31.06,18.58,2.86,24.93,14.01,3.68,23.53,7.61,1.61,32.04,14.81,0.23,25.81,8.34,0.30,26.35,14.32,4.21
2006.36,22.05,12.20,2.91,21.62,12.60,4.25,21.33,12.41,4.89,27.37,17.23,3.56,23.50,11.42,1.65,27.60,15.96,2.97,24.93,10.99,1.04,22.91,6.99,0.88,29.95,14.63,1.26,27.24,10.38,0.24,25.39,12.64,2.17
2006.37,20.18,8.11,2.04,19.80,10.67,5.66,19.86,12.42,5.26,26.28,16.31,4.89,20.71,11.53,5.24,29.28,16.52,2.43,24.41,12.35,4.52,21.60,6.69,2.19,27.86,12.22,0.43,20.59,6.28,1.26,23.98,11.98,3.39
2006.38,21.90,9.63,2.25,21.45,9.82,1.39,20.66,9.72,0.97,26.30,14.21,4.78,18.58,8.41,4.25,28.01,14.15,4.54,20.76,7.82,4.45,13.79,1.57,3.32,25.98,9.83,0.06,16.38,5.02,2.87,21.58,9.13,3.43
2006.39,19.14,6.68,2.92,19.45,8.29,3.72,19.52,8.74,3.77,24.79,12.37,3.26,17.65,6.23,2.25,27.21,11.72,1.37,21.54,6.45,0.34,19.12,2.70,0.25,28.74,11.12,0.02,24.54,7.12,0.09,22.61,8.25,1.57
2006.40,16.99,5.55,3.24,17.56,6.47,3.92,18.76,8.08,6.38,26.34,12.58,0.81,20.44,7.21,3.47,29.71,15.43,0.17,26.68,11.08,0.02,20.15,5.59,1.66,23.50,10.28,0.99,17.56,5.12,0.74,23.19,9.60,1.64
2006.41,17.82,3.77,5.95,17.58,4.74,3.69,17.36,5.76,1.79,22.40,9.53,1.16,14.01,2.76,1.75,23.97,10.53,3.78,15.15,3.39,1.88,11.75,-0.29,1.67,23.05,8.10,0.74,18.27,3.24,0.28,18.21,5.42,2.00
2006.42,14.31,3.18,6.89,14.33,4.28,7.73,15.64,5.05,6.18,21.63,10.08,6.36,11.46,3.22,5.47,22.73,10.00,8.11,14.38,2.94,2.62,9.53,-2.23,2.41,21.24,6.76,0.37,12.76,3.69,4.21,16.23,4.96,4.88
2006.43,9.82,1.12,5.10,9.36,1.22,5.45,10.19,1.86,5.38,16.86,5.32,5.55,8.08,-0.08,3.32,20.59,7.21,3.63,12.12,0.04,3.11,10.99,-3.07,1.82,23.33,6.57,0.13,13.70,1.08,0.79,14.27,2.31,3.28
2006.44,10.99,0.61,5.51,11.68,1.01,2.82,13.17,1.37,2.04,19.28,5.35,1.16,8.91,-2.27,0.41,20.11,5.58,0.23,13.91,-2.55,0.12,9.03,-5.45,0.25,19.82,5.40,1.12,8.97,-1.34,7.10,14.24,0.79,1.34
2006.45,11.89,1.46,5.46,12.70,3.02,4.77,13.92,3.58,4.27,19.20,7.31,4.37,12.53,3.23,2.42,22.58,8.21,2.28,17.19,2.23,0.79,12.37,-1.06,0.92,21.15,6.43,0.83,10.44,3.72,18.92,16.30,4.13,3.63
2006.46,14.27,7.15,9.02,13.26,6.41,7.21,12.89,5.09,8.45,16.66,4.49,6.73,5.52,-0.02,2.66,18.43,3.26,1.20,9.61,-2.32,1.23,7.07,-5.76,1.01,18.39,4.83,1.97,7.71,-0.12,7.59,12.29,1.24,3.69
2006.47,6.73,-2.16,2.69,7.06,-1.41,2.21,8.53,-0.35,2.84,14.35,1.45,2.56,9.33,-2.32,0.13,19.63,2.72,0.01,14.16,-1.83,0.00,10.94,-3.62,0.28,18.17,4.76,0.57,6.87,0.44,9.24,12.88,-0.13,1.52
2006.48,11.72,2.22,3.59,14.48,3.96,3.28,15.64,3.36,1.10,20.29,7.32,1.73,9.58,0.47,6.99,16.75,3.70,2.57,6.98,-4.92,3.94,-1.34,-13.85,1.25,11.57,-0.95,1.14,0.90,-6.89,4.86,10.57,-1.07,2.96
2006.49,3.05,-7.21,0.89,3.00,-6.38,0.72,4.60,-5.44,0.33,11.13,-2.08,0.18,-1.49,-10.96,0.43,10.84,-3.08,0.16,4.97,-10.29,0.02,4.57,-10.21,0.16,16.57,1.09,0.94,5.83,-2.45,0.83,6.86,-5.86,0.35
2006.50,7.41,-1.58,0.75,9.44,0.99,0.72,11.67,-0.54,0.45,17.31,3.54,1.29,8.03,-0.22,1.64,17.74,3.25,0.92,12.53,-1.62,0.19,6.73,-4.91,0.72,13.58,2.69,3.78,6.26,-0.37,12.80,11.91,0.24,2.01
2006.51,6.67,-3.29,2.83,8.52,-0.90,3.05,11.11,0.50,3.35,18.55,7.04,4.41,6.99,-1.19,3.78,15.27,4.64,3.31,6.43,-2.69,3.95,0.60,-10.97,2.62,9.51,-2.42,1.46,2.84,-5.26,3.90,9.26,-1.04,3.37
2006.52,3.89,-3.73,2.86,5.85,-1.39,2.68,8.58,-0.39,2.46,14.46,3.40,4.28,4.98,-1.68,1.08,12.86,1.34,6.48,6.88,-3.11,2.78,2.19,-8.56,1.92,12.55,0.41,2.66,3.81,-3.24,7.86,8.26,-1.56,3.57
2007.01,7.20,-2.67,4.47,9.70,0.58,5.02,11.62,1.42,5.14,16.99,6.61,6.85,7.56,-0.08,4.66,12.17,0.45,3.61,5.92,-4.04,2.22,2.06,-9.96,1.34,12.50,-0.34,1.30,4.24,-2.64,10.07,9.23,-1.10,4.19
