Week,C01.all,C01.allV%,C01.65+,C01.65+V%,C02.all,C02.allV%,C02.65+,C02.65+V%,C03.all,C03.allV%,C03.65+,C03.65+V%,C04.all,C04.allV%,C04.65+,C04.65+V%,C05.all,C05.allV%,C05.65+,C05.65+V%,C06.all,C06.allV%,C06.65+,C06.65+V%,C07.all,C07.allV%,C07.65+,C07.65+V%,C08.all,C08.allV%,C08.65+,C08.65+V%,C09.all,C09.allV%,C09.65+,C09.65+V%,C10.all,C10.allV%,C10.65+,C10.65+V%,C11.all,C11.allV%,C11.65+,C11.65+V%,C12.all,C12.allV%,C12.65+,C12.65+V%,C13.all,C13.allV%,C13.65+,C13.65+V%,C14.all,C14.allV%,C14.65+,C14.65+V%,C15.all,C15.allV%,C15.65+,C15.65+V%,C16.all,C16.allV%,C16.65+,C16.65+V%,C17.all,C17.allV%,C17.65+,C17.65+V%,C18.all,C18.allV%,C18.65+,C18.65+V%,C19.all,C19.allV%,C19.65+,C19.65+V%,C20.all,C20.allV%,C20.65+,C20.65+V%,C21.all,C21.allV%,C21.65+,C21.65+V%,NJ.all,NJ.allV%,NJ.65+,NJ.65+V%
2015.43,38828,41.54,32518,44.03,110049,42.59,100807,43.94,54877,44.25,46903,46.64,59754,42.81,48203,45.99,20352,42.24,17753,44.72,20252,37.95,15872,41.45,65842,36.11,55680,38.44,31819,39.26,26299,41.53,44919,31.10,37517,32.39,16811,44.26,15039,44.32,42597,42.82,35815,46.10,82173,45.19,71784,47.59,82517,43.03,73125,45.15,58458,47.31,53633,48.79,101822,45.87,91231,48.28,48662,38.04,41998,40.08,10342,39.31,8524,41.44,32921,47.12,29883,48.84,19086,40.83,16452,42.41,52485,40.35,45813,42.30,15973,45.66,13958,47.94,1010539,42.20,878807,44.40
2015.44,38828,43.75,32518,46.39,110049,45.21,100807,46.63,54877,46.77,46903,49.28,59754,45.02,48203,48.32,20352,44.89,17753,47.15,20252,40.13,15872,43.94,65842,38.16,55680,40.62,31819,41.26,26299,43.66,44919,32.82,37517,34.21,16811,46.79,15039,46.96,42597,45.42,35815,48.81,82173,47.43,71784,49.89,82517,45.59,73125,47.84,58458,49.89,53633,51.45,101822,48.24,91231,50.75,48662,40.21,41998,42.39,10342,41.40,8524,43.64,32921,49.62,29883,51.44,19086,43.53,16452,45.19,52485,42.72,45813,44.78,15973,48.36,13958,50.75,1010539,44.56,878807,46.87
2015.45,38828,45.64,32518,48.35,110049,47.28,100807,48.76,54877,48.95,46903,51.55,59754,47.02,48203,50.41,20352,47.64,17753,49.68,20252,41.94,15872,45.93,65842,39.85,55680,42.41,31819,42.95,26299,45.39,44919,34.41,37517,35.90,16811,48.72,15039,49.03,42597,47.52,35815,51.02,82173,49.28,71784,51.80,82517,47.63,73125,49.96,58458,52.02,53633,53.66,101822,50.23,91231,52.81,48662,42.04,41998,44.35,10342,43.24,8524,45.54,32921,51.50,29883,53.36,19086,45.70,16452,47.45,52485,44.64,45813,46.77,15973,50.28,13958,52.65,1010539,46.52,878807,48.91
2015.46,38828,46.52,32518,49.28,110049,48.26,100807,49.77,54877,49.92,46903,52.56,59754,47.89,48203,51.34,20352,48.76,17753,50.77,20252,42.90,15872,46.96,65842,40.64,55680,43.26,31819,43.71,26299,46.17,44919,35.15,37517,36.68,16811,49.69,15039,50.04,42597,48.45,35815,52.01,82173,50.09,71784,52.61,82517,48.59,73125,50.94,58458,53.03,53633,54.66,101822,51.13,91231,53.74,48662,42.85,41998,45.15,10342,44.12,8524,46.46,32921,52.36,29883,54.25,19086,46.73,16452,48.47,52485,45.57,45813,47.72,15973,51.26,13958,53.63,1010539,47.42,878807,49.84
2015.47,38828,47.63,32518,50.47,110049,49.42,100807,50.97,54877,51.06,46903,53.72,59754,48.94,48203,52.48,20352,49.86,17753,51.96,20252,43.94,15872,48.11,65842,41.66,55680,44.32,31819,44.64,26299,47.13,44919,36.05,37517,37.62,16811,51.18,15039,51.58,42597,49.50,35815,53.08,82173,51.10,71784,53.63,82517,49.84,73125,52.22,58458,54.21,53633,55.84,101822,52.21,91231,54.84,48662,43.91,41998,46.26,10342,45.15,8524,47.54,32921,53.54,29883,55.45,19086,47.91,16452,49.68,52485,46.59,45813,48.75,15973,52.43,13958,54.84,1010539,48.52,878807,50.98
2015.48,38828,48.42,32518,51.32,110049,50.42,100807,51.99,54877,52.08,46903,54.78,59754,49.83,48203,53.41,20352,50.74,17753,52.86,20252,44.79,15872,49.04,65842,42.54,55680,45.24,31819,45.42,26299,47.94,44919,36.86,37517,38.43,16811,52.28,15039,52.72,42597,50.42,35815,53.97,82173,51.95,71784,54.49,82517,50.94,73125,53.37,58458,55.14,53633,56.78,101822,53.22,91231,55.88,48662,44.82,41998,47.21,10342,46.00,8524,48.42,32921,54.60,29883,56.55,19086,48.97,16452,50.73,52485,47.58,45813,49.78,15973,53.38,13958,55.81,1010539,49.46,878807,51.95
2015.49,38828,49.06,32518,51.97,110049,51.17,100807,52.75,54877,52.77,46903,55.47,59754,50.44,48203,54.04,20352,51.43,17753,53.59,20252,45.48,15872,49.74,65842,43.11,55680,45.84,31819,45.88,26299,48.39,44919,37.49,37517,39.09,16811,53.27,15039,53.77,42597,51.14,35815,54.69,82173,52.65,71784,55.17,82517,51.71,73125,54.15,58458,55.91,53633,57.57,101822,53.88,91231,56.56,48662,45.42,41998,47.81,10342,46.57,8524,49.01,32921,55.29,29883,57.25,19086,49.68,16452,51.46,52485,48.30,45813,50.53,15973,54.17,13958,56.61,1010539,50.15,878807,52.65
2015.50,38828,49.35,32518,52.26,110049,51.51,100807,53.10,54877,53.07,46903,55.80,59754,50.72,48203,54.32,20352,51.83,17753,53.99,20252,45.76,15872,50.04,65842,43.41,55680,46.15,31819,46.14,26299,48.63,44919,37.76,37517,39.36,16811,53.83,15039,54.35,42597,51.43,35815,54.99,82173,52.94,71784,55.46,82517,52.05,73125,54.51,58458,56.21,53633,57.87,101822,54.18,91231,56.86,48662,45.64,41998,48.03,10342,46.92,8524,49.38,32921,55.61,29883,57.57,19086,50.08,16452,51.87,52485,48.65,45813,50.88,15973,54.44,13958,56.86,1010539,50.46,878807,52.97
2015.51,38828,49.61,32518,52.53,110049,51.76,100807,53.36,54877,53.34,46903,56.06,59754,50.96,48203,54.55,20352,52.03,17753,54.19,20252,45.96,15872,50.25,65842,43.98,55680,46.77,31819,46.34,26299,48.84,44919,37.97,37517,39.58,16811,54.18,15039,54.70,42597,51.70,35815,55.25,82173,53.19,71784,55.70,82517,52.38,73125,54.85,58458,56.46,53633,58.13,101822,54.46,91231,57.14,48662,45.88,41998,48.26,10342,47.16,8524,49.64,32921,55.89,29883,57.84,19086,50.35,16452,52.12,52485,48.90,45813,51.14,15973,54.70,13958,57.14,1010539,50.74,878807,53.25
2015.52,38828,49.86,32518,52.80,110049,52.11,100807,53.72,54877,53.67,46903,56.35,59754,51.32,48203,54.94,20352,52.31,17753,54.49,20252,46.23,15872,50.50,65842,44.27,55680,47.05,31819,46.68,26299,49.18,44919,38.24,37517,39.83,16811,54.64,15039,55.18,42597,52.00,35815,55.55,82173,53.49,71784,56.00,82517,52.74,73125,55.20,58458,56.85,53633,58.51,101822,54.78,91231,57.48,48662,46.18,41998,48.56,10342,47.64,8524,50.11,32921,56.20,29883,58.15,19086,50.71,16452,52.52,52485,49.21,45813,51.46,15973,55.12,13958,57.55,1010539,51.07,878807,53.58
2016.01,38828,50.11,32518,53.05,110049,52.39,100807,54.00,54877,53.92,46903,56.60,59754,51.56,48203,55.18,20352,52.62,17753,54.78,20252,46.48,15872,50.76,65842,44.52,55680,47.30,31819,46.92,26299,49.40,44919,38.43,37517,40.01,16811,55.04,15039,55.58,42597,52.22,35815,55.77,82173,53.75,71784,56.25,82517,53.03,73125,55.48,58458,57.13,53633,58.79,101822,55.04,91231,57.74,48662,46.45,41998,48.84,10342,47.87,8524,50.34,32921,56.48,29883,58.44,19086,50.93,16452,52.74,52485,49.46,45813,51.71,15973,55.34,13958,57.77,1010539,51.33,878807,53.84
2016.02,38828,50.30,32518,53.23,110049,52.61,100807,54.22,54877,54.13,46903,56.80,59754,51.74,48203,55.35,20352,52.84,17753,55.01,20252,46.70,15872,50.96,65842,44.68,55680,47.46,31819,47.07,26299,49.55,44919,38.63,37517,40.23,16811,55.36,15039,55.90,42597,52.44,35815,55.99,82173,53.98,71784,56.47,82517,53.25,73125,55.69,58458,57.36,53633,59.01,101822,55.23,91231,57.93,48662,46.61,41998,49.00,10342,48.09,8524,50.49,32921,56.73,29883,58.70,19086,51.10,16452,52.90,52485,49.75,45813,51.98,15973,55.52,13958,57.95,1010539,51.53,878807,54.04
2016.03,38828,50.40,32518,53.34,110049,52.76,100807,54.37,54877,54.26,46903,56.93,59754,51.86,48203,55.49,20352,52.94,17753,55.12,20252,46.83,15872,51.10,65842,44.76,55680,47.54,31819,47.20,26299,49.67,44919,38.73,37517,40.33,16811,55.52,15039,56.06,42597,52.54,35815,56.09,82173,54.08,71784,56.57,82517,53.38,73125,55.80,58458,57.47,53633,59.11,101822,55.33,91231,58.03,48662,46.73,41998,49.11,10342,48.31,8524,50.73,32921,56.85,29883,58.82,19086,51.22,16452,53.00,52485,49.88,45813,52.10,15973,55.64,13958,58.09,1010539,51.65,878807,54.16
2016.04,38828,50.50,32518,53.44,110049,52.89,100807,54.49,54877,54.39,46903,57.04,59754,51.98,48203,55.61,20352,53.06,17753,55.24,20252,46.95,15872,51.21,65842,44.87,55680,47.65,31819,47.29,26299,49.77,44919,38.86,37517,40.46,16811,55.64,15039,56.18,42597,52.67,35815,56.21,82173,54.20,71784,56.68,82517,53.49,73125,55.90,58458,57.57,53633,59.22,101822,55.43,91231,58.12,48662,46.84,41998,49.21,10342,48.39,8524,50.83,32921,56.97,29883,58.94,19086,51.32,16452,53.09,52485,49.99,45813,52.21,15973,55.78,13958,58.22,1010539,51.77,878807,54.27
2016.05,38828,50.58,32518,53.52,110049,52.97,100807,54.57,54877,54.46,46903,57.12,59754,52.08,48203,55.69,20352,53.15,17753,55.33,20252,47.03,15872,51.29,65842,44.97,55680,47.75,31819,47.34,26299,49.81,44919,38.95,37517,40.55,16811,55.78,15039,56.29,42597,52.76,35815,56.30,82173,54.27,71784,56.75,82517,53.56,73125,55.98,58458,57.69,53633,59.33,101822,55.51,91231,58.19,48662,46.89,41998,49.27,10342,48.52,8524,50.95,32921,57.04,29883,59.02,19086,51.44,16452,53.19,52485,50.08,45813,52.29,15973,55.86,13958,58.30,1010539,51.85,878807,54.35
2016.06,38828,50.65,32518,53.59,110049,53.02,100807,54.62,54877,54.55,46903,57.21,59754,52.15,48203,55.76,20352,53.21,17753,55.39,20252,47.08,15872,51.34,65842,45.03,55680,47.81,31819,47.41,26299,49.88,44919,39.02,37517,40.60,16811,55.87,15039,56.38,42597,52.83,35815,56.37,82173,54.32,71784,56.81,82517,53.63,73125,56.03,58458,57.76,53633,59.40,101822,55.57,91231,58.26,48662,46.96,41998,49.34,10342,48.58,8524,50.96,32921,57.11,29883,59.09,19086,51.55,16452,53.28,52485,50.16,45813,52.37,15973,55.94,13958,58.38,1010539,51.92,878807,54.42
2016.07,38828,50.69,32518,53.62,110049,53.08,100807,54.68,54877,54.62,46903,57.27,59754,52.22,48203,55.82,20352,53.24,17753,55.42,20252,47.13,15872,51.39,65842,45.06,55680,47.84,31819,47.46,26299,49.93,44919,39.05,37517,40.64,16811,56.03,15039,56.56,42597,52.91,35815,56.44,82173,54.40,71784,56.88,82517,53.69,73125,56.10,58458,57.83,53633,59.46,101822,55.64,91231,58.33,48662,47.05,41998,49.41,10342,48.65,8524,51.00,32921,57.15,29883,59.13,19086,51.68,16452,53.39,52485,50.24,45813,52.45,15973,56.04,13958,58.46,1010539,51.98,878807,54.48
2016.08,38828,50.72,32518,53.65,110049,53.13,100807,54.72,54877,54.66,46903,57.30,59754,52.25,48203,55.85,20352,53.28,17753,55.46,20252,47.15,15872,51.40,65842,45.10,55680,47.88,31819,47.49,26299,49.97,44919,39.11,37517,40.70,16811,56.09,15039,56.63,42597,52.95,35815,56.48,82173,54.45,71784,56.92,82517,53.74,73125,56.15,58458,57.90,53633,59.54,101822,55.68,91231,58.37,48662,47.11,41998,49.46,10342,48.69,8524,51.04,32921,57.19,29883,59.16,19086,51.72,16452,53.42,52485,50.30,45813,52.51,15973,56.07,13958,58.49,1010539,52.03,878807,54.52
2016.09,38828,50.77,32518,53.70,110049,53.17,100807,54.77,54877,54.69,46903,57.34,59754,52.27,48203,55.87,20352,53.29,17753,55.47,20252,47.17,15872,51.42,65842,45.14,55680,47.91,31819,47.52,26299,49.99,44919,39.16,37517,40.75,16811,56.15,15039,56.68,42597,52.98,35815,56.51,82173,54.49,71784,56.96,82517,53.78,73125,56.18,58458,57.95,53633,59.58,101822,55.71,91231,58.39,48662,47.16,41998,49.50,10342,48.75,8524,51.10,32921,57.22,29883,59.20,19086,51.78,16452,53.46,52485,50.34,45813,52.55,15973,56.13,13958,58.55,1010539,52.07,878807,54.56
2016.10,38828,50.78,32518,53.71,110049,53.20,100807,54.79,54877,54.70,46903,57.35,59754,52.30,48203,55.89,20352,53.29,17753,55.47,20252,47.19,15872,51.44,65842,45.17,55680,47.95,31819,47.54,26299,50.01,44919,39.20,37517,40.78,16811,56.19,15039,56.71,42597,53.01,35815,56.54,82173,54.52,71784,56.99,82517,53.81,73125,56.21,58458,57.98,53633,59.61,101822,55.73,91231,58.42,48662,47.20,41998,49.53,10342,48.81,8524,51.17,32921,57.24,29883,59.21,19086,51.80,16452,53.48,52485,50.37,45813,52.57,15973,56.18,13958,58.60,1010539,52.09,878807,54.58
2016.11,38828,50.79,32518,53.72,110049,53.22,100807,54.81,54877,54.72,46903,57.36,59754,52.32,48203,55.91,20352,53.31,17753,55.49,20252,47.21,15872,51.46,65842,45.20,55680,47.97,31819,47.56,26299,50.02,44919,39.23,37517,40.81,16811,56.21,15039,56.73,42597,53.03,35815,56.56,82173,54.54,71784,57.01,82517,53.83,73125,56.23,58458,58.00,53633,59.63,101822,55.76,91231,58.44,48662,47.24,41998,49.57,10342,48.84,8524,51.20,32921,57.25,29883,59.21,19086,51.84,16452,53.51,52485,50.39,45813,52.59,15973,56.20,13958,58.63,1010539,52.12,878807,54.60
2016.12,38828,50.81,32518,53.74,110049,53.24,100807,54.82,54877,54.73,46903,57.37,59754,52.34,48203,55.92,20352,53.32,17753,55.49,20252,47.22,15872,51.47,65842,45.21,55680,47.98,31819,47.58,26299,50.04,44919,39.24,37517,40.83,16811,56.24,15039,56.76,42597,53.05,35815,56.57,82173,54.55,71784,57.01,82517,53.85,73125,56.24,58458,58.02,53633,59.64,101822,55.77,91231,58.45,48662,47.26,41998,49.60,10342,48.86,8524,51.21,32921,57.26,29883,59.23,19086,51.86,16452,53.53,52485,50.40,45813,52.60,15973,56.23,13958,58.65,1010539,52.13,878807,54.61
2016.13,38828,50.81,32518,53.74,110049,53.25,100807,54.83,54877,54.74,46903,57.37,59754,52.34,48203,55.93,20352,53.32,17753,55.49,20252,47.22,15872,51.48,65842,45.22,55680,47.99,31819,47.58,26299,50.04,44919,39.26,37517,40.84,16811,56.27,15039,56.79,42597,53.06,35815,56.58,82173,54.55,71784,57.02,82517,53.87,73125,56.26,58458,58.03,53633,59.65,101822,55.78,91231,58.46,48662,47.28,41998,49.60,10342,48.87,8524,51.22,32921,57.26,29883,59.23,19086,51.86,16452,53.53,52485,50.41,45813,52.61,15973,56.24,13958,58.66,1010539,52.14,878807,54.62
2016.14,38828,50.81,32518,53.74,110049,53.25,100807,54.83,54877,54.74,46903,57.37,59754,52.35,48203,55.93,20352,53.32,17753,55.49,20252,47.24,15872,51.50,65842,45.22,55680,47.99,31819,47.59,26299,50.05,44919,39.26,37517,40.85,16811,56.28,15039,56.80,42597,53.06,35815,56.59,82173,54.56,71784,57.03,82517,53.87,73125,56.26,58458,58.05,53633,59.66,101822,55.78,91231,58.46,48662,47.28,41998,49.61,10342,48.88,8524,51.22,32921,57.27,29883,59.24,19086,51.88,16452,53.56,52485,50.42,45813,52.61,15973,56.24,13958,58.67,1010539,52.15,878807,54.63
2016.15,38828,50.82,32518,53.74,110049,53.27,100807,54.85,54877,54.74,46903,57.38,59754,52.35,48203,55.93,20352,53.32,17753,55.49,20252,47.25,15872,51.52,65842,45.23,55680,48.00,31819,47.59,26299,50.05,44919,39.27,37517,40.85,16811,56.30,15039,56.82,42597,53.07,35815,56.60,82173,54.57,71784,57.04,82517,53.87,73125,56.27,58458,58.05,53633,59.67,101822,55.78,91231,58.46,48662,47.29,41998,49.61,10342,48.88,8524,51.22,32921,57.28,29883,59.25,19086,51.89,16452,53.56,52485,50.43,45813,52.62,15973,56.27,13958,58.70,1010539,52.15,878807,54.64
2016.16,38828,50.82,32518,53.74,110049,53.27,100807,54.86,54877,54.75,46903,57.38,59754,52.36,48203,55.93,20352,53.32,17753,55.49,20252,47.27,15872,51.54,65842,45.24,55680,48.00,31819,47.59,26299,50.05,44919,39.28,37517,40.87,16811,56.31,15039,56.83,42597,53.08,35815,56.60,82173,54.58,71784,57.04,82517,53.88,73125,56.27,58458,58.06,53633,59.68,101822,55.79,91231,58.47,48662,47.29,41998,49.62,10342,48.88,8524,51.22,32921,57.29,29883,59.25,19086,51.90,16452,53.58,52485,50.44,45813,52.63,15973,56.27,13958,58.70,1010539,52.16,878807,54.64
2016.17,38828,50.82,32518,53.74,110049,53.28,100807,54.86,54877,54.75,46903,57.38,59754,52.36,48203,55.93,20352,53.32,17753,55.49,20252,47.30,15872,51.56,65842,45.24,55680,48.01,31819,47.59,26299,50.05,44919,39.29,37517,40.87,16811,56.31,15039,56.83,42597,53.08,35815,56.60,82173,54.58,71784,57.05,82517,53.88,73125,56.27,58458,58.07,53633,59.68,101822,55.79,91231,58.47,48662,47.30,41998,49.62,10342,48.90,8524,51.23,32921,57.29,29883,59.25,19086,51.91,16452,53.59,52485,50.45,45813,52.65,15973,56.27,13958,58.70,1010539,52.17,878807,54.65
2016.18,38828,50.82,32518,53.74,110049,53.28,100807,54.86,54877,54.75,46903,57.38,59754,52.36,48203,55.94,20352,53.32,17753,55.49,20252,47.31,15872,51.58,65842,45.25,55680,48.01,31819,47.59,26299,50.05,44919,39.30,37517,40.88,16811,56.32,15039,56.84,42597,53.08,35815,56.60,82173,54.58,71784,57.05,82517,53.88,73125,56.27,58458,58.07,53633,59.68,101822,55.79,91231,58.47,48662,47.30,41998,49.63,10342,48.92,8524,51.26,32921,57.29,29883,59.25,19086,51.93,16452,53.59,52485,50.46,45813,52.66,15973,56.28,13958,58.70,1010539,52.17,878807,54.65
2016.19,38828,50.82,32518,53.74,110049,53.28,100807,54.86,54877,54.75,46903,57.39,59754,52.36,48203,55.94,20352,53.32,17753,55.49,20252,47.33,15872,51.60,65842,45.25,55680,48.01,31819,47.59,26299,50.05,44919,39.30,37517,40.88,16811,56.33,15039,56.85,42597,53.08,35815,56.60,82173,54.58,71784,57.05,82517,53.88,73125,56.27,58458,58.07,53633,59.68,101822,55.79,91231,58.47,48662,47.31,41998,49.63,10342,48.92,8524,51.26,32921,57.29,29883,59.25,19086,51.94,16452,53.61,52485,50.46,45813,52.66,15973,56.28,13958,58.70,1010539,52.17,878807,54.65
2016.20,38828,50.82,32518,53.75,110049,53.28,100807,54.86,54877,54.75,46903,57.39,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.33,15872,51.60,65842,45.25,55680,48.02,31819,47.59,26299,50.05,44919,39.30,37517,40.88,16811,56.33,15039,56.85,42597,53.08,35815,56.60,82173,54.59,71784,57.06,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.79,91231,58.48,48662,47.31,41998,49.63,10342,48.93,8524,51.27,32921,57.29,29883,59.25,19086,51.94,16452,53.61,52485,50.47,45813,52.66,15973,56.29,13958,58.71,1010539,52.17,878807,54.65
2016.21,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.39,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.34,15872,51.61,65842,45.25,55680,48.02,31819,47.59,26299,50.06,44919,39.30,37517,40.88,16811,56.33,15039,56.85,42597,53.08,35815,56.60,82173,54.60,71784,57.06,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.79,91231,58.48,48662,47.31,41998,49.63,10342,48.93,8524,51.27,32921,57.29,29883,59.25,19086,51.94,16452,53.61,52485,50.48,45813,52.67,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.22,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.39,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.35,15872,51.63,65842,45.26,55680,48.02,31819,47.59,26299,50.06,44919,39.30,37517,40.88,16811,56.33,15039,56.85,42597,53.08,35815,56.60,82173,54.60,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.79,91231,58.48,48662,47.31,41998,49.63,10342,48.94,8524,51.27,32921,57.29,29883,59.25,19086,51.94,16452,53.61,52485,50.48,45813,52.67,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.23,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.36,15872,51.64,65842,45.26,55680,48.02,31819,47.59,26299,50.06,44919,39.30,37517,40.88,16811,56.33,15039,56.85,42597,53.08,35815,56.60,82173,54.61,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.94,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.48,45813,52.67,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.24,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.37,15872,51.66,65842,45.26,55680,48.02,31819,47.60,26299,50.06,44919,39.30,37517,40.88,16811,56.33,15039,56.85,42597,53.08,35815,56.61,82173,54.61,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.95,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.48,45813,52.67,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.25,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.38,15872,51.67,65842,45.26,55680,48.02,31819,47.60,26299,50.06,44919,39.30,37517,40.88,16811,56.33,15039,56.85,42597,53.08,35815,56.61,82173,54.61,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.95,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.48,45813,52.67,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.26,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.38,15872,51.67,65842,45.26,55680,48.02,31819,47.60,26299,50.06,44919,39.30,37517,40.89,16811,56.33,15039,56.85,42597,53.08,35815,56.61,82173,54.61,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.95,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.49,45813,52.68,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.27,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.39,15872,51.68,65842,45.26,55680,48.02,31819,47.60,26299,50.06,44919,39.30,37517,40.89,16811,56.33,15039,56.85,42597,53.08,35815,56.61,82173,54.61,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.95,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.49,45813,52.68,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.28,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.39,15872,51.68,65842,45.26,55680,48.02,31819,47.60,26299,50.06,44919,39.30,37517,40.89,16811,56.33,15039,56.85,42597,53.08,35815,56.61,82173,54.61,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.95,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.49,45813,52.68,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.29,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.39,15872,51.68,65842,45.26,55680,48.02,31819,47.60,26299,50.06,44919,39.30,37517,40.89,16811,56.33,15039,56.85,42597,53.09,35815,56.61,82173,54.61,71784,57.07,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.95,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.49,45813,52.68,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.30,38828,50.83,32518,53.75,110049,53.29,100807,54.87,54877,54.76,46903,57.40,59754,52.37,48203,55.94,20352,53.32,17753,55.49,20252,47.39,15872,51.68,65842,45.26,55680,48.02,31819,47.60,26299,50.06,44919,39.30,37517,40.89,16811,56.33,15039,56.85,42597,53.09,35815,56.61,82173,54.61,71784,57.08,82517,53.88,73125,56.27,58458,58.07,53633,59.69,101822,55.80,91231,58.48,48662,47.31,41998,49.63,10342,48.95,8524,51.27,32921,57.29,29883,59.26,19086,51.94,16452,53.61,52485,50.49,45813,52.68,15973,56.29,13958,58.72,1010539,52.18,878807,54.66
2016.31,37173,0.21,30982,0.18,108738,0.05,0,0.00,52976,0.11,45031,0.08,59536,0.14,47770,0.11,0,0.00,0,0.00,19513,0.19,15205,0.16,63250,0.09,53170,0.08,31590,0.13,26088,0.07,43330,0.12,36165,0.12,16292,0.09,0,0.00,36588,0.05,0,0.00,79892,0.06,0,0.00,81976,0.09,72447,0.08,57496,0.04,0,0.00,97670,0.04,0,0.00,47281,0.06,0,0.00,10292,0.18,0,0.00,32347,0.05,0,0.00,19156,0.12,0,0.00,50138,0.12,0,0.00,0,0.00,0,0.00,945234,0.09,326858,0.10
2016.32,37173,0.57,30982,0.49,108738,0.23,99567,0.22,52976,0.40,45031,0.38,59536,0.59,47770,0.51,19933,0.18,17326,0.12,19513,0.42,15205,0.36,63250,0.30,53170,0.27,31590,0.46,26088,0.39,43330,0.43,36165,0.40,16292,0.31,0,0.00,36588,0.36,30268,0.37,79892,0.31,69760,0.30,81976,0.28,72447,0.27,57496,0.22,0,0.00,97670,0.27,87185,0.27,47281,0.26,40809,0.25,10292,0.51,8447,0.41,32347,0.26,0,0.00,19156,0.33,16453,0.30,50138,0.45,43530,0.45,15654,0.15,0,0.00,980821,0.34,740203,0.32
