Week,D01.Tmax,D01.Tmin,D01.prcp,D02.Tmax,D02.Tmin,D02.prcp,D03.Tmax,D03.Tmin,D03.prcp,D04.Tmax,D04.Tmin,D04.prcp,D05.Tmax,D05.Tmin,D05.prcp,D06.Tmax,D06.Tmin,D06.prcp,D07.Tmax,D07.Tmin,D07.prcp,D08.Tmax,D08.Tmin,D08.prcp,D09.Tmax,D09.Tmin,D09.prcp,MS.Tmax,MS.Tmin,MS.prcp
1999.03,17.40,6.12,10.33,17.71,5.79,15.41,20.58,7.81,12.87,14.25,5.02,13.39,23.10,9.29,7.60,16.24,6.24,8.73,20.25,8.36,6.66,15.13,6.70,5.17,22.24,11.74,3.54,19.00,7.78,9.03
1999.04,16.54,6.51,10.75,16.78,6.02,6.22,18.76,7.98,15.97,13.63,5.29,8.95,20.96,7.06,14.70,15.44,5.58,13.48,18.75,7.15,16.61,14.63,4.89,21.03,21.56,9.08,2.18,17.88,6.77,11.43
1999.05,14.73,2.90,1.27,14.33,3.33,3.42,17.44,5.09,1.91,12.48,3.37,5.18,20.54,5.62,2.28,14.24,3.96,4.40,17.84,5.45,3.51,13.97,4.38,2.76,20.68,9.53,1.54,16.71,5.15,2.89
1999.06,19.48,8.28,3.45,18.77,6.91,4.46,21.64,9.13,1.52,15.22,5.92,2.19,24.02,10.91,1.06,16.42,6.90,0.66,20.16,10.17,0.74,15.90,7.00,1.38,23.53,12.92,0.19,19.91,8.99,1.61
1999.07,12.33,0.84,0.98,12.32,-0.23,1.36,13.99,1.50,1.72,10.63,1.44,2.55,18.22,2.45,1.76,11.38,1.08,2.47,15.02,3.10,3.92,11.35,1.96,2.81,18.17,5.21,1.05,14.20,2.10,1.96
1999.08,12.64,0.62,1.26,12.36,0.23,0.81,15.13,1.87,1.37,10.30,1.61,0.92,18.12,3.49,1.87,11.89,0.70,2.13,15.72,2.12,3.51,12.41,0.97,0.72,18.54,3.19,0.50,14.55,1.83,1.41
1999.09,16.12,2.72,6.65,15.71,1.95,10.34,18.79,3.78,5.71,14.88,2.83,7.92,21.42,4.60,5.72,14.39,2.24,5.57,19.16,5.16,7.85,14.09,2.94,4.77,21.10,6.73,2.80,17.71,3.84,6.15
1999.10,12.33,2.29,10.30,11.89,1.42,10.20,14.38,3.90,7.43,12.44,2.37,4.89,17.84,6.05,9.96,12.41,3.68,8.22,20.04,8.65,14.47,13.32,4.66,10.99,21.48,9.62,7.96,15.41,4.89,8.98
1999.11,14.43,3.54,4.00,15.32,2.86,5.20,16.71,3.90,3.21,14.49,2.33,3.42,19.17,4.66,2.34,13.87,2.97,5.39,19.46,5.28,5.47,13.34,3.65,9.18,20.63,6.84,7.18,16.67,4.12,4.90
1999.12,15.58,3.34,1.76,16.13,3.05,1.85,18.51,4.65,2.22,15.18,3.51,3.14,20.52,5.20,3.70,14.38,3.11,3.98,22.20,6.68,2.73,14.62,3.27,1.42,22.66,6.97,0.60,17.98,4.50,2.42
1999.13,18.14,8.81,5.00,18.71,8.83,4.17,19.93,9.83,4.69,16.43,7.95,1.97,22.48,12.47,3.66,16.79,8.03,2.97,18.86,10.10,3.26,15.35,7.89,3.31,22.19,12.33,4.83,19.21,9.90,3.79
1999.14,24.93,14.31,10.11,25.72,14.24,5.67,27.78,16.70,6.19,22.60,13.15,4.37,29.57,17.64,4.88,20.88,12.10,0.66,23.32,14.86,1.89,19.46,12.95,0.56,27.19,20.38,0.71,25.06,15.55,3.69
1999.15,19.69,8.70,2.92,19.96,7.83,3.31,22.02,9.56,4.68,17.78,7.78,4.82,24.76,10.38,2.43,17.28,6.02,2.93,20.69,8.31,1.24,17.66,6.81,1.91,26.62,12.88,0.26,21.27,9.01,2.61
1999.16,22.88,10.88,0.28,22.59,10.20,1.11,26.16,12.87,0.20,20.52,8.97,2.05,27.59,12.71,0.01,18.98,7.97,0.17,22.30,9.90,0.00,17.84,8.06,0.59,25.70,12.88,0.00,23.14,10.71,0.47
1999.17,22.96,12.25,9.45,22.84,11.23,10.73,25.53,13.11,2.66,20.28,10.98,7.24,27.93,14.32,3.59,19.23,10.03,1.68,23.54,11.83,2.01,18.47,9.79,1.55,28.99,17.00,0.75,23.89,12.68,4.23
1999.18,23.80,11.69,8.28,24.17,11.32,9.41,26.91,13.66,8.27,21.06,9.95,6.91,28.19,13.18,2.68,19.70,8.31,2.28,23.49,10.67,0.47,18.76,8.15,1.58,25.31,14.32,1.12,23.86,11.53,4.37
1999.19,24.94,13.28,0.31,24.76,12.67,0.89,27.73,14.44,2.09,22.06,11.20,1.65,28.42,14.18,2.69,20.25,9.13,2.58,23.62,11.82,3.70,19.45,9.16,0.76,25.60,14.73,3.95,24.43,12.52,2.22
1999.20,26.20,14.24,1.49,25.89,12.77,1.68,29.29,16.41,1.62,22.77,11.57,0.28,30.68,15.90,1.81,21.45,10.45,0.01,25.06,13.66,1.08,20.70,10.44,0.03,26.65,15.47,0.24,25.78,13.64,0.91
1999.21,25.69,13.53,0.92,25.50,12.60,1.20,28.63,16.72,3.10,22.42,11.96,2.04,29.87,17.40,2.68,23.11,12.15,2.03,25.01,14.51,3.03,20.30,11.67,6.43,27.55,17.10,10.01,25.74,14.47,3.72
1999.22,27.74,18.02,1.88,27.43,17.72,3.10,30.89,20.46,4.80,25.87,16.74,3.41,31.88,20.51,1.53,24.30,15.33,4.00,27.21,17.04,3.83,20.76,13.20,3.77,30.71,20.65,5.08,27.80,18.02,3.47
1999.23,30.40,19.05,0.71,29.95,18.26,0.44,32.58,20.85,1.22,25.23,15.45,1.65,33.62,20.26,2.25,25.46,14.56,3.09,28.10,16.87,4.93,21.67,12.96,2.52,31.12,20.66,4.96,28.96,17.84,2.51
1999.24,26.65,16.65,2.61,26.30,15.88,2.80,28.99,18.75,3.11,22.50,14.59,3.28,30.49,19.14,5.51,23.03,14.44,2.56,26.14,16.29,2.93,20.38,13.17,5.91,30.38,20.85,8.20,26.42,16.91,4.32
1999.25,27.33,18.09,10.15,26.58,17.18,14.89,30.56,20.60,4.66,23.22,14.83,8.94,31.59,20.56,6.82,24.31,14.73,4.76,26.83,17.65,8.70,21.01,13.13,5.51,31.04,21.36,8.61,27.28,17.79,8.06
1999.26,28.39,21.00,6.98,28.14,20.78,5.62,31.78,23.14,3.34,24.26,17.71,7.25,33.04,23.49,3.17,25.04,17.82,3.16,27.78,19.86,2.38,21.54,15.40,1.91,32.24,24.12,2.70,28.39,20.64,4.09
1999.27,30.57,20.89,2.69,29.97,20.06,3.49,33.14,22.45,2.84,25.48,16.87,4.31,34.30,22.00,4.49,26.20,16.28,4.29,27.95,18.45,5.69,21.81,14.57,4.85,31.35,22.70,4.34,29.30,19.56,4.14
1999.28,27.32,17.92,7.27,27.50,17.89,3.24,30.84,20.01,3.44,23.98,15.61,4.76,31.05,20.54,6.17,24.83,15.07,3.27,26.80,18.06,6.19,20.80,13.79,7.14,31.21,21.75,6.87,27.50,18.09,5.31
1999.29,30.48,20.52,0.11,31.06,20.32,0.23,33.35,22.42,1.52,26.10,17.34,0.92,34.02,21.87,1.52,26.66,16.25,3.17,28.31,18.34,2.86,22.33,14.57,2.24,32.45,22.43,4.30,29.76,19.55,1.99
1999.30,32.58,21.79,1.08,32.98,20.92,1.42,35.54,24.19,1.60,27.48,18.01,2.04,35.71,23.27,3.52,28.01,17.32,1.94,29.56,19.37,3.12,23.48,14.99,5.99,33.93,22.72,5.73,31.35,20.48,3.01
1999.31,32.04,19.61,0.01,32.28,18.96,0.01,35.15,21.83,0.00,27.45,16.94,0.19,36.60,22.50,0.05,28.94,16.28,0.14,30.62,19.26,0.13,24.20,14.98,0.29,35.26,23.80,0.98,31.80,19.63,0.23
1999.32,32.09,20.66,2.44,32.48,20.23,0.50,35.67,23.05,0.66,27.93,17.88,1.28,35.96,23.85,2.92,28.27,17.40,3.97,30.03,20.12,6.55,23.40,15.56,3.56,34.18,24.23,7.72,31.48,20.62,3.39
1999.33,30.90,16.19,0.00,31.97,16.09,0.07,34.90,17.83,0.00,27.53,14.85,0.01,36.47,19.22,0.03,28.81,14.58,0.28,30.35,17.78,0.27,24.47,13.87,1.78,34.65,23.11,2.05,31.53,17.38,0.51
1999.34,29.65,17.41,4.68,30.54,16.55,1.46,33.74,19.84,3.49,25.84,15.27,3.11,35.55,20.62,1.04,26.81,15.51,3.74,30.45,19.03,2.14,23.31,14.37,6.96,34.18,23.10,4.20,30.39,18.24,3.23
1999.35,30.95,17.37,0.01,32.11,16.31,0.00,34.17,20.05,0.82,26.66,14.90,0.04,35.08,20.41,1.16,26.27,14.99,0.18,28.55,17.94,3.66,21.50,14.03,1.97,31.24,22.05,7.04,29.94,17.81,1.76
1999.36,30.15,15.79,1.51,31.81,15.95,1.85,32.94,18.77,2.38,26.44,14.30,3.49,33.55,19.43,3.66,25.81,14.31,5.97,27.74,16.52,4.30,21.76,12.94,3.90,33.00,20.42,2.08,29.63,16.77,3.30
1999.37,27.15,11.96,0.01,27.94,11.61,0.00,30.41,13.33,0.00,23.90,11.05,0.10,32.49,14.75,0.18,24.64,10.64,0.63,27.22,12.49,0.09,21.14,10.10,0.03,32.09,17.33,0.00,27.87,12.89,0.14
1999.38,25.72,9.11,0.05,26.18,8.65,0.07,28.80,10.85,0.14,21.91,8.48,0.03,30.09,11.82,0.08,22.55,8.03,0.00,25.76,9.72,0.02,19.35,7.57,0.00,29.10,14.54,0.18,25.81,10.16,0.07
1999.39,25.59,10.04,6.22,25.64,10.45,1.21,27.98,12.11,6.83,21.52,9.66,5.81,29.43,14.20,5.34,21.64,8.94,5.29,24.73,12.13,6.83,18.94,9.72,6.09,29.13,15.89,1.39,25.29,11.73,4.75
1999.40,23.21,9.18,4.09,24.02,8.12,5.61,26.48,11.85,4.71,20.31,8.79,4.22,28.01,12.86,5.36,20.82,9.81,9.70,23.21,9.68,6.99,13.74,7.31,14.68,28.35,17.27,10.67,23.67,11.04,7.28
1999.41,25.24,13.47,1.45,25.54,12.58,1.97,28.45,15.40,0.10,21.58,11.35,1.64,29.37,16.37,1.84,22.19,11.34,4.46,24.25,12.42,1.00,14.10,8.31,4.92,28.62,18.87,6.32,24.88,13.78,2.87
1999.42,18.89,5.52,0.20,19.47,5.25,0.20,21.33,6.44,0.32,17.51,5.78,0.09,24.78,10.62,0.09,18.51,6.01,0.07,19.70,6.72,0.20,12.13,4.79,0.05,25.57,12.14,0.09,20.40,7.50,0.13
1999.43,20.99,4.17,0.00,21.65,3.52,0.00,24.52,6.32,0.02,18.38,3.15,0.00,25.68,6.54,0.40,18.32,2.59,0.08,20.56,4.67,0.74,11.69,2.57,0.01,23.72,7.12,0.03,21.06,4.66,0.12
1999.44,19.02,6.12,4.57,19.57,5.47,6.44,20.47,6.74,6.19,17.67,4.58,3.72,17.53,4.34,8.12,16.80,3.71,2.20,17.80,4.83,2.91,14.18,4.10,5.05,22.01,8.34,4.32,18.46,5.35,4.99
1999.45,22.53,7.45,0.00,23.38,6.60,0.00,25.05,8.54,0.00,21.18,6.58,0.13,26.43,6.21,0.00,20.08,4.47,0.00,22.01,6.55,0.00,17.13,5.36,0.00,25.47,9.91,0.08,23.04,6.87,0.03
1999.46,20.10,3.87,3.25,19.73,2.92,2.16,21.68,4.77,3.88,18.25,3.27,2.54,22.96,6.59,0.68,17.39,2.05,0.72,20.16,4.56,0.54,14.93,2.56,0.22,22.87,7.08,0.35,20.15,4.45,1.46
1999.47,15.89,5.56,0.69,15.94,6.27,1.45,18.01,5.76,1.93,14.76,6.53,3.11,19.52,7.89,4.46,15.13,5.65,1.03,18.21,6.36,1.75,13.74,5.74,1.03,22.01,10.78,0.55,17.39,7.05,2.00
1999.48,16.36,3.02,2.21,16.32,1.22,1.12,18.91,4.74,1.44,15.51,2.04,0.17,20.04,5.14,0.41,15.39,0.91,0.17,17.87,4.25,1.21,13.55,1.10,0.03,21.09,5.45,0.30,17.59,3.27,0.66
1999.49,13.64,2.99,4.81,13.76,2.17,4.85,15.48,3.90,3.64,12.40,3.26,3.01,17.08,4.54,3.11,13.37,2.78,1.27,16.08,3.86,1.13,12.36,2.83,0.79,18.92,6.20,1.04,15.18,3.81,2.58
1999.50,11.07,1.94,7.27,12.08,1.70,6.46,13.34,2.42,4.86,11.35,2.42,5.91,15.77,3.17,6.08,12.87,1.40,7.99,14.43,2.72,8.74,11.64,1.35,5.46,18.28,4.74,4.07,13.91,2.60,6.20
1999.51,8.48,-1.85,0.41,9.09,-2.61,0.88,9.57,-2.02,1.64,8.06,-0.82,3.35,11.87,-0.62,2.58,9.01,0.07,3.72,10.21,-0.41,4.52,7.82,0.78,7.91,14.47,2.61,7.88,10.29,-0.37,3.72
1999.52,12.52,-0.90,0.08,12.61,-1.79,0.07,15.78,0.18,0.05,13.68,0.79,0.20,17.11,1.56,0.11,13.07,-0.56,0.74,15.51,1.72,0.01,11.31,0.45,0.40,18.07,2.44,0.00,14.81,0.59,0.19
2000.01,13.77,1.79,2.90,13.87,1.11,3.83,15.52,2.43,3.24,13.73,1.73,5.04,17.90,2.59,3.26,13.63,1.74,6.61,15.95,3.91,3.55,12.22,1.85,5.18,18.77,5.76,1.70,15.43,2.64,3.90
2000.02,14.43,2.40,1.53,15.19,1.84,1.95,17.55,3.88,1.90,15.08,2.63,3.68,20.52,4.95,1.05,15.28,3.04,3.13,18.12,6.46,0.89,14.27,3.90,6.33,21.87,9.04,2.84,17.41,4.41,2.51
2000.03,11.58,1.95,1.83,10.78,1.26,1.97,15.43,3.86,1.03,12.01,2.96,0.94,20.03,5.67,0.14,13.65,3.30,0.90,17.87,5.55,0.59,13.26,3.52,0.25,20.49,6.63,0.22,15.56,4.08,0.79
2000.04,2.72,-3.87,3.52,2.56,-4.68,4.48,4.46,-2.95,3.69,3.89,-2.66,4.62,7.35,-1.91,3.84,6.17,-0.92,3.15,7.23,-0.01,2.91,6.25,-0.48,3.64,11.94,2.26,3.53,6.22,-1.56,3.75
2000.05,6.21,-4.38,0.18,7.66,-4.92,0.03,8.84,-4.27,0.02,8.11,-3.37,0.41,12.34,-3.42,0.00,9.31,-2.96,0.00,10.96,-1.59,0.00,8.49,-1.65,0.14,14.40,1.03,0.40,10.05,-2.74,0.14
2000.06,13.41,-0.22,0.38,14.75,-0.76,0.62,16.26,0.99,0.01,14.73,-0.55,0.00,19.41,1.85,0.00,14.96,0.89,0.00,16.44,2.96,0.66,12.64,1.46,0.16,18.58,3.88,0.28,16.17,1.25,0.19
2000.07,17.49,4.31,6.01,17.61,3.44,6.99,20.65,6.62,4.38,17.43,4.87,3.85,23.89,8.92,2.31,18.49,6.70,2.34,21.26,9.76,0.54,16.43,6.81,0.39,24.07,13.53,1.70,20.20,7.56,3.11
2000.08,17.60,6.82,2.16,17.88,5.40,0.40,21.26,7.73,0.75,16.66,4.98,0.10,22.98,6.74,0.75,16.97,4.50,0.84,19.70,7.30,1.08,14.74,4.40,0.64,21.82,7.82,0.25,19.27,6.19,0.69
2000.09,18.35,4.75,3.89,18.89,3.98,4.03,20.67,6.23,3.13,18.41,4.65,3.36,23.78,5.67,1.75,18.31,3.88,2.29,21.21,7.50,1.38,16.08,4.26,3.98,23.88,8.99,1.65,20.44,5.62,2.67
2000.10,20.85,6.89,3.87,21.63,6.05,4.32,22.78,8.13,5.80,20.02,6.72,4.55,24.83,8.51,7.92,19.32,6.19,3.81,21.67,9.08,6.92,16.66,6.62,2.87,24.14,10.52,0.47,21.74,7.76,4.54
2000.11,14.90,3.09,7.23,16.39,3.27,4.16,18.08,6.12,6.14,15.20,4.18,1.18,19.86,5.54,2.44,15.49,3.97,2.66,18.12,6.24,3.88,14.17,4.25,2.89,22.30,8.60,3.77,17.60,5.19,3.49
2000.12,18.99,7.84,5.64,19.26,6.70,6.79,21.77,9.48,5.72,18.34,6.79,5.65,23.98,8.59,5.00,18.10,6.15,6.84,20.60,8.17,3.60,15.99,5.70,6.46,23.74,9.56,6.20,20.55,7.76,5.80
2000.13,19.00,9.07,3.48,19.99,8.27,2.41,21.65,10.43,10.88,18.17,8.12,3.42,23.41,10.41,6.70,17.91,7.44,4.20,21.48,9.92,4.97,16.21,7.56,5.02,25.85,12.63,2.66,20.85,9.48,4.77
2000.14,19.07,7.36,15.89,19.77,6.98,19.05,21.07,8.45,25.34,18.40,6.80,25.59,22.50,8.19,19.91,17.63,6.17,14.65,20.00,8.22,12.21,15.45,5.62,6.48,23.57,11.38,2.67,20.12,7.86,16.00
2000.15,15.65,6.92,3.80,15.71,6.40,4.68,18.18,8.92,3.99,15.01,6.58,4.93,20.74,8.67,4.17,15.95,7.01,3.04,18.76,8.08,5.37,15.08,6.40,4.09,22.89,10.33,3.49,17.99,7.87,4.11
2000.16,22.05,9.43,0.14,22.13,7.74,0.29,25.09,10.92,0.05,20.02,8.07,0.12,26.37,11.71,0.00,20.48,7.54,0.03,23.36,10.42,0.00,18.29,7.59,0.01,27.38,13.54,0.02,23.22,9.91,0.07
2000.17,20.82,8.56,3.49,21.12,7.05,4.05,22.96,9.71,1.84,19.11,7.18,1.69,23.43,9.30,1.79,18.24,6.51,1.98,21.38,8.21,2.50,15.99,6.29,3.40,26.46,11.29,2.73,21.46,8.40,2.47
2000.18,23.96,13.95,9.54,25.00,12.69,3.14,26.40,15.73,9.65,22.72,12.21,1.54,27.53,15.56,4.20,21.84,10.72,1.74,23.41,13.51,5.08,18.52,9.46,1.27,27.49,15.97,0.35,24.56,13.55,3.58
2000.19,26.01,15.94,2.23,27.01,14.85,0.80,29.40,18.58,1.04,24.97,15.28,0.31,30.41,18.90,0.83,23.76,14.22,0.03,26.13,16.79,0.23,20.65,12.24,0.04,29.86,20.04,0.19,26.95,16.67,0.59
2000.20,24.44,14.07,0.43,25.89,13.09,0.00,27.76,15.80,1.98,24.11,12.35,0.32,29.08,15.25,2.08,23.35,11.04,1.87,25.91,13.46,1.13,20.37,10.36,0.22,30.45,17.53,0.65,26.21,13.90,1.06
2000.21,27.13,17.34,1.18,27.26,16.65,1.40,31.20,20.03,1.09,25.84,16.00,3.47,31.72,19.88,1.21,21.44,13.18,2.46,27.17,17.03,1.17,21.83,13.51,1.39,31.99,22.56,1.33,27.73,17.70,1.71
2000.22,28.43,16.43,1.80,28.36,15.10,2.61,31.75,18.35,2.13,26.18,14.17,1.64,32.75,18.06,1.88,29.14,14.65,0.73,24.96,13.81,1.39,22.38,11.58,0.16,32.75,19.33,0.68,29.22,16.11,1.45
2000.23,25.42,13.37,4.00,26.33,13.02,1.53,28.54,16.13,5.07,24.08,13.17,3.90,30.08,16.51,4.59,27.34,13.89,2.37,26.54,14.90,5.01,21.07,10.94,0.68,31.22,18.68,1.14,27.31,14.89,3.14
2000.24,29.51,18.60,2.96,30.23,18.25,1.72,32.75,21.05,2.37,27.64,16.96,1.98,32.92,20.50,4.82,29.72,17.34,5.62,28.35,16.70,5.28,21.90,12.90,3.89,31.17,20.74,6.69,29.86,18.50,4.12
2000.25,27.95,19.34,3.92,28.89,19.09,7.70,31.79,21.83,3.35,26.67,17.49,5.36,32.43,21.76,5.34,29.36,18.22,4.97,28.03,18.45,6.49,21.44,13.65,2.75,32.83,22.64,2.00,29.47,19.60,4.67
2000.26,28.31,18.36,6.74,28.91,17.98,7.28,31.12,20.75,4.14,26.32,16.65,3.91,32.10,20.46,0.94,29.14,17.56,5.51,27.34,17.86,4.47,21.93,13.69,6.36,32.33,21.78,8.22,29.20,18.70,5.01
2000.27,30.14,18.95,0.00,30.40,18.10,0.09,33.80,21.71,0.14,28.57,17.02,0.05,34.93,20.89,0.31,30.98,17.12,0.21,29.14,17.25,0.51,23.50,13.73,0.06,33.94,21.33,0.21,31.26,18.83,0.18
2000.28,31.99,19.88,0.44,32.33,19.46,1.06,35.93,22.40,0.09,30.17,18.51,1.20,36.56,22.92,0.91,32.85,19.09,0.94,31.30,19.16,1.56,24.90,15.22,0.30,36.18,23.97,1.49,33.12,20.55,0.95
2000.29,31.91,20.18,0.89,31.36,18.81,2.44,36.11,22.79,0.47,29.77,18.36,1.80,38.05,23.79,2.34,33.77,19.25,1.38,32.57,19.28,3.47,25.05,14.65,5.25,36.98,23.34,4.14,33.59,20.58,2.45
2000.30,29.54,16.08,1.45,29.19,16.01,1.52,32.80,18.37,0.74,27.91,15.78,0.44,34.71,18.99,2.51,31.01,15.96,2.24,29.27,15.84,0.81,22.84,12.58,2.25,33.31,20.40,2.29,30.75,17.13,1.68
2000.31,29.91,18.98,3.19,29.71,18.34,4.40,33.69,20.99,4.60,28.10,17.46,2.81,33.73,21.11,1.83,29.35,18.05,6.82,28.43,17.91,4.20,21.28,14.17,7.50,31.57,22.18,3.71,30.12,19.21,4.03
2000.32,32.63,20.17,0.17,32.79,19.83,2.53,35.75,22.07,0.90,28.05,17.12,2.19,36.45,22.50,1.00,31.21,18.35,3.22,28.74,17.46,4.38,22.98,14.28,6.45,33.71,22.32,7.64,32.05,19.83,3.12
2000.33,33.01,17.66,0.01,32.68,16.91,0.00,36.82,20.35,0.03,28.41,15.05,0.03,37.27,21.95,0.11,32.15,16.54,0.08,29.62,16.02,0.12,23.86,13.27,0.00,35.35,21.99,0.77,32.84,18.35,0.16
2000.34,32.93,19.34,0.60,32.03,17.99,0.12,37.08,21.66,0.48,27.93,15.94,0.06,37.97,23.11,0.27,32.71,17.71,0.48,29.66,16.88,3.76,24.24,14.00,0.80,34.48,22.19,2.40,32.82,19.33,0.86
2000.35,35.85,20.29,0.02,35.04,19.40,0.22,39.23,22.29,0.14,29.93,17.18,0.11,39.81,22.86,0.24,34.43,18.67,0.29,33.03,18.61,0.19,25.26,14.33,2.65,35.64,22.77,4.40,34.80,20.04,0.99
2000.36,28.48,18.06,0.94,28.77,17.70,5.10,32.00,20.24,0.80,24.41,15.69,2.31,33.69,21.25,2.00,28.08,17.86,1.30,29.17,17.78,1.25,21.01,13.80,3.06,31.64,21.83,13.85,29.19,18.71,3.91
2000.37,27.65,16.66,2.51,28.11,16.63,1.71,31.50,19.20,4.23,24.27,15.16,2.01,32.42,20.50,4.02,28.30,17.13,5.54,27.54,17.35,9.68,21.01,13.27,4.58,31.45,21.91,3.72,28.64,18.05,4.02
2000.38,27.39,13.29,0.34,27.52,12.86,0.43,31.31,15.79,3.88,23.63,11.40,1.20,31.45,17.51,2.12,27.28,13.68,1.27,26.82,14.48,1.99,22.24,11.89,0.81,30.16,18.16,2.49,27.99,14.76,1.70
2000.39,23.79,9.98,1.24,24.39,9.30,1.12,26.96,11.82,1.53,21.42,9.84,0.48,28.02,12.88,2.59,25.24,10.43,0.49,23.93,10.73,1.89,20.16,9.51,1.26,28.32,15.09,0.21,25.21,11.44,1.20
2000.40,26.68,12.64,0.45,26.52,11.73,0.52,28.67,13.44,3.92,23.02,10.15,4.44,29.65,14.15,4.69,26.38,10.25,5.06,25.98,12.05,5.42,19.93,8.23,4.26,29.13,15.76,2.52,26.67,12.37,3.57
2000.41,18.71,0.82,0.00,19.08,0.22,0.01,21.37,2.94,0.00,15.91,1.20,0.00,21.61,4.22,0.83,19.62,2.30,0.00,18.20,3.93,0.16,14.37,2.92,0.00,21.89,6.60,0.01,19.35,3.03,0.17
2000.42,23.69,8.83,0.01,24.97,8.90,0.00,26.68,10.70,0.03,20.87,8.00,0.00,27.04,11.07,0.00,24.00,7.90,0.00,23.20,8.64,0.04,18.08,6.99,0.00,26.98,12.36,0.27,24.39,9.56,0.05
2000.43,26.65,12.08,0.00,26.91,11.01,0.00,29.16,13.34,0.00,22.36,9.41,0.00,29.00,13.42,0.00,25.67,9.97,0.00,24.49,10.61,0.00,19.10,7.52,0.01,27.74,13.22,0.03,26.08,11.44,0.00
2000.44,25.10,12.34,2.83,26.42,11.86,2.10,27.46,13.90,2.11,22.63,10.38,0.30,28.47,13.83,1.25,25.87,10.61,0.07,24.34,11.53,1.03,19.56,8.55,0.23,28.30,14.04,0.15,25.82,12.14,1.02
2000.45,16.00,7.69,13.34,17.22,8.22,16.58,18.50,9.47,15.79,15.31,8.33,15.66,19.91,10.21,17.51,18.77,10.90,11.65,18.25,8.44,14.73,15.05,8.72,12.22,24.03,14.65,8.28,18.58,10.00,14.00
2000.46,10.49,-0.57,3.41,11.01,-0.75,3.40,11.05,0.85,4.06,9.31,0.40,4.07,13.66,2.25,3.86,12.28,1.77,5.03,12.26,2.52,7.30,9.77,1.92,7.54,16.11,4.67,18.09,12.15,1.66,6.64
2000.47,9.86,-0.04,14.54,10.65,-0.18,9.52,12.05,1.49,14.63,8.90,0.32,12.23,13.42,0.85,6.27,11.52,0.05,10.21,10.98,0.74,9.40,9.37,0.30,11.07,14.83,2.74,14.66,11.62,0.78,11.02
2000.48,12.41,0.79,0.79,12.88,-0.08,0.70,13.75,1.61,0.48,11.37,0.74,0.43,16.05,1.48,1.26,13.97,-0.02,0.85,13.89,1.29,2.07,11.47,0.37,0.82,18.67,3.68,0.18,14.25,1.23,0.81
2000.49,7.94,-2.87,0.02,8.49,-3.29,0.00,10.17,-2.04,0.00,7.94,-1.96,0.00,11.81,-1.39,0.03,11.17,-1.10,0.04,10.49,-0.52,0.46,8.65,0.34,0.18,14.47,2.38,0.14,10.49,-1.05,0.08
2000.50,8.24,-1.96,10.69,9.30,-1.87,11.51,11.27,-1.00,10.41,8.35,-0.10,5.27,14.55,-0.16,5.11,12.85,1.12,3.64,13.59,0.88,3.87,11.18,1.65,4.13,18.73,4.93,4.90,12.49,0.57,6.32
2000.51,2.30,-8.60,1.16,2.22,-9.63,3.54,4.09,-7.41,2.09,3.21,-6.52,1.67,6.93,-6.41,1.25,5.88,-6.58,2.15,7.84,-4.08,1.90,5.36,-4.37,4.04,11.68,-3.65,2.87,5.89,-6.30,2.21
2000.52,3.04,-4.51,1.65,3.73,-4.88,1.13,4.30,-2.62,9.33,4.20,-1.98,5.27,7.94,-0.08,7.88,6.98,-0.69,7.74,8.36,0.69,3.82,6.55,0.55,6.66,12.78,2.27,3.83,6.86,-1.01,5.46
2001.01,1.70,-9.02,0.23,3.08,-9.35,0.43,4.45,-8.16,0.33,3.60,-6.73,0.78,6.67,-7.55,0.59,6.53,-6.95,1.03,6.54,-5.61,0.13,5.42,-4.58,0.35,8.81,-4.99,0.00,5.50,-6.98,0.46
2001.02,7.43,-2.47,2.10,7.91,-3.56,2.09,8.11,-0.94,3.88,6.13,-1.53,5.69,10.02,-0.02,5.17,9.32,-0.89,4.72,10.18,0.12,4.82,7.87,-0.69,3.45,13.69,1.02,1.38,9.22,-0.85,3.81
2001.03,6.97,0.46,12.34,6.79,0.51,13.17,8.51,1.87,17.98,7.31,2.37,15.46,11.08,2.93,15.44,10.54,3.37,10.35,10.06,3.74,14.92,9.49,3.00,9.62,16.78,6.91,9.25,10.18,3.03,13.19
2001.04,7.51,-3.47,0.02,6.98,-4.88,0.01,9.99,-1.90,0.02,6.54,-3.09,0.16,11.60,-2.06,0.03,9.76,-3.32,0.03,10.40,-1.23,0.07,7.77,-2.14,0.28,13.60,-0.59,0.10,9.69,-2.46,0.08
2001.05,12.13,-0.14,3.50,11.98,-1.23,3.46,14.64,1.41,3.18,10.58,0.28,3.62,17.36,2.58,3.68,14.69,2.22,5.66,14.61,3.67,4.00,11.15,2.83,4.93,16.63,7.04,3.60,14.16,2.28,3.93
2001.06,15.67,1.79,1.59,15.85,0.74,2.13,17.60,1.82,1.35,15.14,-0.01,2.66,19.48,1.48,1.50,16.76,0.19,3.04,17.25,2.32,2.59,12.72,0.71,3.50,18.90,3.71,3.03,17.01,1.45,2.36
2001.07,12.07,4.13,21.67,11.73,3.74,21.54,15.71,6.72,16.18,12.69,4.57,14.00,19.76,8.44,7.85,18.82,7.96,5.50,18.28,8.44,4.94,14.08,6.51,3.10,21.43,11.78,0.42,16.63,7.25,9.94
